chat_id,task_text
7152023720,"🔹 بيانات المهمة:

الاسم: Erma Kristopher
الإيميل: erma.kristopher847@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Kimberlee Eric
الإيميل: kimberlee.eric590@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Erma Kristopher
الإيميل: erma.kristopher847@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Kimberlee Eric
الإيميل: kimberlee.eric590@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Kimberlee Eric
الإيميل: kimberlee.eric590@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Kimberlee Eric
الإيميل: kimberlee.eric590@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Paris Ralph
الإيميل: paris.ralph312@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Mike Johnson
الإيميل: mike.johnson1944@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Chris Clark
الإيميل: chris.clark3150@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Raymundo Brian
الإيميل: raymundo.brian122@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Jeremy James
الإيميل: jeremy.james944@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Bryce Marvin
الإيميل: bryce.marvin572@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Martika Thomas
الإيميل: martika.thomas317@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
7152023720,"🔹 بيانات المهمة:

الاسم: Reid Green
الإيميل: reid.green908@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
8239500776,"🔹 بيانات المهمة:

الاسم: Silvia Edmund
الإيميل: silvia.edmund499@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
5623855116,"🔹 بيانات المهمة:

الاسم: Marilyn Milton
الإيميل: marilyn.milton233@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
6960911700,"🔹 بيانات المهمة:

الاسم: Carson Milton
الإيميل: carson.milton804@gmail.com
كلمة المرور: aass1122

⚠ بعد التنفيذ أرسل رسالة نصية تؤكد إتمام المهمة."
